Station	Year	Month	Tmin	NB_Tmin	TNAB	TNDAT	Tmax	NB_Tmax	TXAB	TXDAT	TM	rainfall	ND_rainfall	insolat	ND_insolat
Saul	2003	4	22.1	30	20.1	8	31.9	30	34.0	23	27.0	338.8	30		
Saul	2003	5	22.5	31	21.0	14	31.1	31	34.0	10	26.8	346.9	31		
Saul	2003	6	21.5	30	20.4	18	32.3	30	34.0	25	26.9	255.5	30		
Saul	2003	7	20.9	31	19.7	23	32.7	31	35.0	18	26.8	207.7	31		
Saul	2003	8	20.7	31	19.4	14	33.9	31	35.4	25	27.3	73.5	31		
Saul	2003	9	21.0	30	19.5	11	34.6	30	35.6	2	27.8	102.0	30		
Saul	2003	10	20.9	31	18.6	6	34.4	31	36.0	13	27.7	59.7	31		
Saul	2003	11	21.7	29	19.5	6	33.7	30	35.0	4	27.7	109.2	30		
Saul	2003	12	21.8	31	20.0	25	32.4	31	34.0	2	27.1	163.7	31		
Saul	2004	1	21.8	31	19.1	25	32.2	31	34.6	19	27.0	137.7	31		
Saul	2004	2	22.0	29	19.0	5	31.7	29	33.4	1	26.9	175.8	29		
Saul	2004	3	22.1	31	20.4	5	30.6	31	33.2	24	26.4	464.4	31		
Saul	2004	4	22.5	30	20.0	20	31.8	30	34.5	4	27.1	481.3	30		
Saul	2004	5	22.5	31	20.9	8	32.4	31	34.3	18	27.5	283.2	31		
Saul	2004	6	21.2	30	19.5	30	31.8	30	33.1	19	26.5	260.8	30		
Saul	2004	7	21.0	31	19.5	19	33.3	31	34.5	22	27.1	260.6	31		
Saul	2004	8	20.5	31	19.0	19	33.8	31	35.2	30	27.1	96.2	31		
Saul	2004	9	21.4	30	19.6	5	34.9	30	36.1	25	28.2	56.3	30		
Saul	2004	10	21.3	31	19.9	14	34.8	31	36.0	26	28.0	136.7	31		
Saul	2004	11	21.3	30	19.5	11	34.6	30	35.6	7	28.0	26.3	30		
Saul	2004	12	21.5	31	20.1	19	34.8	31	37.0	2	28.2	110.8	31		
Saul	2005	1	21.9	31	19.6	4	33.2	31	34.5	1	27.5	206.8	31		
Saul	2005	2	22.4	28	20.2	13	32.6	28	35.0	7	27.5	202.6	28		
Saul	2005	3	22.1	31	19.5	24	32.5	31	35.0	23	27.3	298.3	31		
Saul	2005	4	22.7	30	21.4	12	32.2	30	35.1	20	27.5	592.8	30		
Saul	2005	5	22.7	31	21.5	30	33.0	31	34.5	25	27.9	321.2	31		
Saul	2005	6	21.4	30	19.9	16	33.5	30	35.5	16	27.4	139.3	30		
Saul	2005	7	21.2	31	19.5	23	33.3	31	34.8	6	27.3	241.7	31		
Saul	2005	8	21.2	31	20.0	30	34.3	31	36.0	10	27.7	123.1	31		
Saul	2005	9	20.8	30	19.5	26	35.5	30	37.0	21	28.2	31.6	30		
Saul	2005	10	21.2	31	19.5	17	35.5	31	37.0	2	28.3	110.3	31		
Saul	2005	11	21.9	30	20.5	2	34.4	30	36.0	21	28.1	199.4	30		
Saul	2005	12	21.6	31	20.5	8	32.8	31	34.1	15	27.2	379.8	31		
Saul	2006	1	21.4	31	20.0	13	31.8	31	34.0	11	26.6	370.8	31		
Saul	2006	2	21.5	28	19.6	15	32.0	28	35.0	18	26.8	188.6	28		
Saul	2006	3	21.9	31	19.4	31	32.9	31	34.6	22	27.4	194.5	31		
Saul	2006	4	21.6	30	19.0	22	32.3	30	35.0	11	26.9	354.4	30		
Saul	2006	5	22.0	31	20.3	21	32.3	31	34.5	24	27.1	350.0	31		
Saul	2006	6	21.4	30	19.7	21	32.1	30	34.0	8	26.7	283.3	30		
Saul	2006	7	21.3	31	19.2	31	32.8	31	34.5	30	27.0	219.0	31		
Saul	2006	8	21.0	31	19.0	1	34.0	31	36.0	30	27.5	197.6	31		
Saul	2006	9	21.0	30	18.9	26	35.1	30	36.5	2	28.1	97.2	30		
Saul	2006	10	21.3	31	18.4	27	35.2	31	36.0	4	28.3	55.5	31		
Saul	2006	11	21.1	30	18.6	17	33.7	30	35.5	5	27.4	166.1	30		
Saul	2006	12	21.5	31	20.4	2	32.2	31	34.1	4	26.8	190.6	31		
Saul	2007	1	22.2	31	20.4	7	31.6	31	33.5	8	26.9	231.0	31		
Saul	2007	2	20.9	28	18.5	19	31.9	28	33.0	1	26.4	110.4	28		
Saul	2007	3	22.1	31	19.5	11	31.3	31	33.5	21	26.7	402.4	31		
Saul	2007	4	22.4	30	20.9	30	32.3	30	34.0	9	27.3	228.9	30		
Saul	2007	5	22.5	31	21.2	24	32.2	31	35.0	9	27.4	357.0	31		
Saul	2007	6	21.6	30	20.0	11	32.1	30	33.5	8	26.9	300.4	30		
Saul	2007	7	21.0	31	19.5	3	33.4	31	35.0	16	27.2	131.5	31		
Saul	2007	8	21.3	31	19.5	13	34.3	31	35.5	29	27.8	104.5	31		
Saul	2007	9	21.1	30	19.4	3	34.8	30	35.9	22	28.0	102.7	30		
Saul	2007	10	21.3	31	19.5	24	35.0	31	36.7	19	28.2	74.8	31		
Saul	2007	11	21.6	30	20.4	5	34.2	30	36.0	3	27.9	129.8	30		
Saul	2007	12	22.0	31	21.0	9	31.4	31	34.1	21	26.7	287.2	31		
Saul	2008	1	22.0	31	21.5	4	31.0	31	33.5	11	26.5	173.4	31		
Saul	2008	2	21.8	29	20.5	22	30.9	29	33.5	27	26.3	322.7	29		
Saul	2008	3	21.2	31	18.2	17	30.9	31	34.0	15	26.0	227.9	31		
Saul	2008	4	22.1	30	20.5	1	31.6	30	34.0	8	26.9	235.8	30		
Saul	2008	5	22.0	31	20.7	9	31.7	31	33.5	5	26.9	416.6	31		
Saul	2008	6	21.7	30	20.5	26	32.5	30	34.0	21	27.1	406.7	30		
Saul	2008	7	21.0	31	19.5	29	32.5	31	34.6	21	26.7	233.8	31		
Saul	2008	8	21.2	31	20.0	5	34.4	31	36.5	11	27.8	165.4	31		
