"sp"	"cycle"	"year1"	"year2"	"peakdays"	"CI2peakday"	"CI97peakday"	"peak"	"CI2peak"	"CI97peak"
"Bauhinia guianensis"	6	2007	2007	133.671526993681	2.41250298301386	254.865794346729	0.180393523832019	2.44049614372161e-05	1.4750790712951
"Bauhinia guianensis"	7	2008	2008	131.047846368261	9.11880788215873	252.81557857023	0.153949607315584	1.07919938179479e-06	1.25497053376702
"Bauhinia guianensis"	8	2009	2009	181.104860054444	173.96807558798	187.748961746424	66.1836330751205	50.4139885738306	83.6632773179259
"Bauhinia guianensis"	9	2010	2010	131.860549559412	0.980492032738738	256.515267656699	0.208634769858572	7.68382441999672e-05	1.54765144703805
"Bombacaceae sp1"	1	2001	2002	76.5839986016191	48.698733401205	105.223202390203	3.3208209174201	0.701175767846601	7.80734308782848
"Bombacaceae sp1"	2	2002	2003	81.0547649207465	67.6920021464397	94.8181024520575	18.131322868157	10.4684041423858	27.6738274950353
"Bombacaceae sp1"	3	2003	2004	75.2700459528409	64.4706893643532	86.5263412405313	30.0384876003349	20.518986343967	41.4264677180622
"Bombacaceae sp1"	4	2004	2005	53.4465177258668	34.2061614842507	73.0251257723628	8.14749676269781	3.64108295871891	14.5965722124085
"Bombacaceae sp1"	5	2005	2006	111.905732892729	72.3862969670882	152.559758148087	2.3020270433534	0.296195952353515	6.34303835873158
"Bombacaceae sp1"	6	2006	2007	50.3203265570259	43.8288522818404	57.4680443592191	70.1543549219471	55.2255597073728	86.9588059775544
"Bombacaceae sp1"	7	2007	2008	94.5832349954578	72.3269875081097	117.715647713718	6.27479859112884	2.3368334851308	12.1594830290176
"Bombacaceae sp1"	8	2008	2009	22.3723549908033	-19.5827484523232	62.4668836394678	3.28628781807225	0.653015347858823	8.03733656309179
"Bombacaceae sp1"	9	2009	2010	76.9985080159666	34.1668193937991	123.163408277394	1.30108251746245	0.0494099850390519	4.52632601672383
"Coccoloba parimensis"	1	2001	2002	316.2304760689	224.48086061152	404.87634090417	2.30519254259011	0.271075280754197	6.54644463710772
"Coccoloba parimensis"	2	2002	2003	343.484123667081	285.26211095868	406.56359888146	7.40678680608761	2.97950127063393	13.7758120389465
"Coccoloba parimensis"	3	2003	2004	296.958355083906	215.6153223483	362.583487742678	5.65772953448425	1.88402912598248	11.9262298037637
"Coccoloba parimensis"	4	2004	2005	302.75171088733	266.172217453475	333.304894601985	45.0696352072288	31.7560500160797	59.9218155284253
"Coccoloba parimensis"	5	2005	2006	317.323187449884	212.259147229839	426.624367889941	0.274882074694385	0.000435001400611189	1.71146405748027
"Coccoloba parimensis"	6	2006	2007	378.019659493529	340.102793884959	411.4074675227	40.6788300423787	28.7757961305096	55.0235901417476
"Coccoloba parimensis"	7	2007	2008	324.572328821135	239.811127831491	402.904105987336	4.92051249905792	1.29617178324413	11.2804542458647
"Coccoloba parimensis"	8	2008	2009	314.095156264486	270.951649920539	349.812353894885	43.9771711631732	30.6685074646955	60.6423457053385
"Coccoloba parimensis"	9	2009	2010	286.741407876019	248.789626685796	320.967874193837	56.3756930019393	41.5199846480885	74.5328541409933
"Cordia fulva"	1	2001	2002	120.475119221953	111.112031103418	129.847557703111	57.2146004812614	43.3093651550664	72.5927780398065
"Cordia fulva"	2	2002	2003	258.143433402076	193.570553763553	304.372050465766	1.0139392939608	0.0240463822584076	3.62312477617393
"Cordia fulva"	3	2003	2004	105.035571155552	95.9029678695556	114.729558339697	52.1837303739591	38.3553649020867	67.4432443321055
"Cordia fulva"	4	2004	2005	12.9080017735829	-50.2719910743915	87.0741085946716	1.16722507157912	0.025127199522003	4.34876718823334
"Cordia fulva"	5	2005	2006	1.49229734891676	-52.7676661632191	59.0339917698805	2.32533321859549	0.265070614112644	6.56445197044783
"Cordia fulva"	6	2006	2007	148.049472183442	123.717826110044	172.161019848291	7.98742512952793	3.46246163230572	14.2576697287394
"Cordia fulva"	7	2007	2008	119.355077299727	-37.3550455881001	287.100777338603	0.0496369189346705	9.10436879188502e-07	0.480071699662964
"Cordia fulva"	8	2008	2009	116.21046047711	-42.0213830695061	278.786149038481	0.133002586623256	2.37057190504476e-05	0.995893841514348
"Cordia fulva"	9	2009	2010	129.533864159244	78.3177375475643	179.458794139209	2.04527513644741	0.320224862593274	5.6841699457911
"Couratari multiflora"	1	2001	2002	354.084854957624	305.493612230352	403.90470902309	1.05002263141125	0.0319647920320058	3.54832288198907
"Couratari multiflora"	2	2002	2003	418.721268195781	373.974305605623	455.486753345805	1.11769266909574	0.0408848893021294	3.83636150154752
"Couratari multiflora"	3	2003	2004	240.871926338057	233.40420202349	248.57223158785	80.1867089939858	63.7247610684126	99.0283744420137
"Couratari multiflora"	4	2004	2005	290.359921120446	246.407422943972	333.489973360955	0.996991402431727	0.0163857041890432	3.62795237658004
"Couratari multiflora"	5	2005	2006	431.852087572628	416.730778836327	448.325610284616	8.93629983895951	4.15954108732033	15.9769640446696
"Couratari multiflora"	6	2006	2007	316.065048668406	137.727447339749	445.018077030772	0.166372257261519	3.54304747154149e-05	1.14589500807843
"Couratari multiflora"	7	2007	2008	251.544085064818	246.13212410934	256.879596284211	71.0115765987009	55.3342402852956	89.0664174683376
"Couratari multiflora"	8	2008	2009	317.011637089801	144.175607419394	445.039190571333	0.0877289883946503	5.06678847021071e-06	0.773718323707635
"Couratari multiflora"	9	2009	2010	353.329485555831	303.280159916151	408.217875734299	1.1073844592109	0.0300679416937237	4.08191877641292
"Dicorynia guianensis"	1	2001	2002	217.079629297952	189.687879763898	245.251542424001	4.12266830871692	1.14655662086397	8.97934915506266
"Dicorynia guianensis"	2	2002	2003	135.096471545215	129.11901167983	141.370075904675	80.5047581612104	62.9405154838614	98.8123837513528
"Dicorynia guianensis"	3	2003	2003	134.18332580357	128.669654223056	139.79579005606	106.248994791404	87.4934145085285	128.197860956625
"Dicorynia guianensis"	4	2004	2004	164.024693426632	149.871791339154	177.098831035084	15.1259773423875	8.56408709115088	23.5399175978148
"Dicorynia guianensis"	5	2005	2005	182.068717035746	176.010012959317	187.897112145169	115.176060659011	95.9606247216081	136.150756772292
"Dicorynia guianensis"	6	2006	2006	172.923105484961	167.944096174913	177.964228167701	170.893567014888	146.3759103386	197.304797666856
"Dicorynia guianensis"	7	2007	2007	162.886164372541	75.4454670482178	255.665406035013	0.150781712209003	7.79631037943779e-05	1.08908873690083
"Dicorynia guianensis"	8	2008	2008	162.190845769094	72.8240182113083	257.045505902642	0.1710866121353	9.0977876671533e-06	1.25828621498301
"Dicorynia guianensis"	9	2009	2009	175.938454100682	173.410729584546	178.390319790729	662.767406068192	611.295851255811	713.885885200912
"Dicorynia guianensis"	10	2010	2010	123.750983271089	106.236661986748	140.303858936968	13.1602310169332	7.1583099575534	21.3777863135684
"Diplotropis purpurea"	1	2001	2002	68.0002921365834	58.8360727736889	76.9086307692188	18.1650418173725	10.6933740270421	27.1940294987685
"Diplotropis purpurea"	2	2002	2003	84.4226871273533	-22.1810363241119	183.96275939105	0.3069101781048	0.000101610474715339	1.98747144227795
"Diplotropis purpurea"	3	2003	2004	79.9931340367243	40.9711718313422	118.607307128937	1.2203982058592	0.0422613223101065	4.10996661876718
"Diplotropis purpurea"	4	2004	2005	83.3565631375517	-41.5210904841292	181.852853293224	0.273384187911783	0.000898699927112681	1.54152989632555
"Diplotropis purpurea"	5	2005	2006	74.006172050733	64.0949417303023	83.9716927449478	16.156196867802	9.59258104960323	25.5661663985958
"Diplotropis purpurea"	6	2006	2007	83.2204761970552	-32.2821320823618	182.408677201646	0.278397127578648	0.000120489131046897	1.811102810589
"Diplotropis purpurea"	7	2007	2008	83.0970337630648	-35.5649864913381	178.571360122008	0.274055056952721	7.25155472526644e-05	1.67873308659885
"Diplotropis purpurea"	8	2008	2009	129.919907897091	120.072889415531	139.266106195519	47.1814251096176	34.3785423854098	60.9529354652032
"Diplotropis purpurea"	9	2009	2010	83.3298470910621	-37.5919223855465	182.045963032719	0.293795183312941	0.000103549775655617	1.90082140397907
"Eperua falcata"	1	2001	2002	79.8925803423044	67.5020683448922	92.0223585511875	21.0376347220099	12.7990062230703	31.4204106679038
"Eperua falcata"	2	2002	2003	-29.1493359092854	-93.5782000209944	63.6022656485493	1.30217083135401	0.0359895747764472	4.51904790535346
"Eperua falcata"	3	2003	2004	89.1073031976271	67.7678659868514	109.069083301233	7.23913042180056	2.88668943513605	13.3381147054347
"Eperua falcata"	4	2004	2005	94.0905685719018	74.5250452421957	113.420776836507	8.32332482037918	3.43527580618874	14.5252384396572
"Eperua falcata"	5	2005	2006	69.044908782926	-76.8440613272542	190.754492771141	0.22449184762351	0.000125656299481133	1.48559854328043
"Eperua falcata"	6	2006	2007	69.1869737492881	-64.1577205780636	186.524543165372	0.283188206753681	0.000448029335986717	2.18598507338746
"Eperua falcata"	7	2007	2008	94.9444840308045	79.5640343047734	109.542887919668	12.1069669811375	6.17719602977296	19.86653453868
"Eperua falcata"	8	2008	2009	82.9894895515585	59.5773157547544	107.390167896134	5.21895750367197	1.64091300334796	10.8979674441894
"Eperua falcata"	9	2009	2010	80.4512928185173	45.3489171625155	116.076484437268	2.21280486781014	0.269758802622473	6.48736117372924
"Eschweilera sagotiana"	1	2001	2002	17.5218629792581	1.04475806754635	34.7654141686791	10.18562790318	4.83382999253398	17.4011280066229
"Eschweilera sagotiana"	2	2002	2003	-18.3570246121839	-65.8919419382719	30.7746562815126	1.15936708573839	0.0363550380212183	3.8867413993977
"Eschweilera sagotiana"	3	2003	2004	38.0824564729443	13.3232920958997	64.2429466210351	3.1592188957632	0.66607769440823	7.1185770999451
"Eschweilera sagotiana"	4	2004	2005	32.3330984806434	-95.5743814180472	151.363964102471	0.195881676156224	0.00039397573192505	1.37274344077877
"Eschweilera sagotiana"	5	2005	2006	75.1212881219629	57.4846885103007	91.2754504653341	8.12323358735075	3.47775932263361	14.3103499798342
"Eschweilera sagotiana"	6	2006	2007	30.4316702252497	-103.127646532578	144.657318139183	0.211721515637528	0.000101773905146593	1.4337879774294
"Eschweilera sagotiana"	7	2007	2008	30.9447517676464	-103.171914637423	140.348568110683	0.2228212137647	8.60293810301532e-06	1.45250592991051
"Eschweilera sagotiana"	8	2008	2009	46.3867932658581	14.9569839358805	77.8443135657241	2.15544391706903	0.279103845353943	6.03154722679703
"Eschweilera sagotiana"	9	2009	2010	28.2513405247078	-102.008979426842	141.155373828266	0.259980248454027	5.45302210835583e-05	1.73610247884548
"Forsteronia guyanensis"	1	2001	2002	97.3587490434296	75.2059580973071	120.06282386196	5.27205911436417	0.716702490510419	16.7924722445417
"Forsteronia guyanensis"	2	2002	2003	102.257422015701	96.3353858630156	108.006563613504	94.834272783733	75.8860292432085	116.226136438558
"Forsteronia guyanensis"	3	2003	2004	97.7459081352714	80.0752742120727	115.837582898624	8.15299033517809	2.42263809067796	19.7026848247875
"Forsteronia guyanensis"	4	2004	2005	95.13306576804	77.6359251307325	111.432433463746	9.21277643565244	3.03975951304765	21.3635063159024
"Forsteronia guyanensis"	5	2005	2006	110.671454417211	88.7523458376693	143.102616194379	5.11943462449068	0.598712929088504	16.3248166794345
"Forsteronia guyanensis"	6	2006	2007	98.8806575475284	87.8180507936141	111.088082633297	20.2374722614966	11.1735598852499	34.5416792088129
"Forsteronia guyanensis"	7	2007	2008	104.709266883184	85.0478628833845	128.436029288116	6.15840249622134	1.14330348292196	16.8428668913075
"Forsteronia guyanensis"	8	2008	2009	105.256177882387	82.9760773403916	136.398444594706	5.07533473721613	0.705962673980069	15.4887896419027
"Forsteronia guyanensis"	9	2009	2010	85.9850385572224	79.5027591782726	92.7662138337836	70.9184327014128	54.4154311500108	90.9563377274384
"Gouania blanchetiana"	1	2002	2002	141.855274461199	138.947835952351	144.805326384724	331.360076211845	295.339905926169	369.001334367923
"Gouania blanchetiana"	2	2003	2003	105.035687846264	102.472819309267	107.750573643465	411.637352279771	373.814726251881	451.784282734032
"Gouania blanchetiana"	3	2004	2004	128.213012108079	124.326640479779	132.535466612603	68.1179003295042	52.0133106337747	81.4890026389522
"Gouania blanchetiana"	4	2005	2005	167.488938800389	164.484575124168	170.445410538459	364.206306556664	328.378403357142	400.460920251067
"Gouania blanchetiana"	5	2006	2006	122.827183406418	104.918956498048	142.000641690951	6.27275329798507	2.37189642642869	11.7278876350278
"Gouania blanchetiana"	6	2007	2007	119.018947587229	113.769843807603	124.346503083768	85.5997541391508	67.5556179575751	105.965168091968
"Gouania blanchetiana"	7	2008	2008	124.793805019191	117.196585058816	132.457627707354	42.3489678699264	30.9547958059396	56.098376404455
"Gouania blanchetiana"	8	2009	2009	130.51413872387	129.105952012645	131.905922955378	3090.10769560263	2981.95634571967	3202.0655380115
"Gouania blanchetiana"	9	2010	2010	83.4505121808032	78.3063510800453	88.3366014705042	111.50833690717	91.7224251817776	132.986552269848
"Guettarda acreana"	1	2001	2002	248.406145741273	232.860859736582	264.494878981944	26.3466019579918	17.498574447569	37.5269559193304
"Guettarda acreana"	2	2002	2003	233.102248307145	228.118716992727	238.426205993674	263.533943766875	232.617246507492	297.357195915477
"Guettarda acreana"	3	2003	2004	214.148168379533	207.660054839434	220.650061985932	179.427409325143	153.512776878585	207.492223007965
"Guettarda acreana"	4	2004	2005	230.508327928117	225.429104143473	235.72956423108	291.919853241738	259.044064882867	327.096709043898
"Guettarda acreana"	5	2005	2006	216.994149083407	210.23145040663	222.937968446401	182.933818107837	156.105001255368	209.659688542818
"Guettarda acreana"	6	2006	2007	237.924743351734	231.308074241351	245.049473836823	150.275772614551	127.160645981534	175.635386263085
"Guettarda acreana"	7	2007	2008	200.253842229645	191.464537951147	208.491537541322	101.798859997734	82.7334528413122	123.259409060486
"Guettarda acreana"	8	2008	2009	214.526557641387	203.791902569472	225.478436753205	58.6099387887573	43.9921035431941	75.0101885703418
"Guettarda acreana"	9	2009	2010	232.129514473828	223.103444444861	241.266503438141	87.633063578578	69.9592009899025	106.643835721175
"Guettarda acreana"	10	2010	2011	192.955193612311	186.468650256479	199.127126178614	185.744404133011	159.990705184003	214.768160443146
"Hippocratea volubilis"	1	2001	2002	122.759979370642	104.619136650234	140.79556585512	14.206120465788	8.02139991853129	22.2563180103192
"Hippocratea volubilis"	2	2002	2003	119.688589959312	113.829029581986	125.787017531176	144.263254172415	121.369211271325	168.471943718413
"Hippocratea volubilis"	3	2003	2004	92.269290313389	80.0567829559339	104.111296714032	37.4673269114168	26.6204571362641	50.6946750211108
"Hippocratea volubilis"	4	2004	2005	126.25658354101	78.7311890185873	172.708595229376	1.31467553033968	0.0674626829245319	4.35546948846892
"Hippocratea volubilis"	5	2005	2006	100.444194540072	95.3661747147479	105.395155946086	228.467863168053	200.31851785799	258.619848586826
"Hippocratea volubilis"	6	2006	2007	140.159377746266	129.108900733411	151.380667180127	43.2587537781371	31.1219103556863	57.6912434426475
"Hippocratea volubilis"	7	2007	2008	131.296366276421	125.448350484112	136.961464413843	157.224818169662	133.725701399137	183.118007112614
"Hippocratea volubilis"	8	2008	2009	159.034157926851	144.599031607787	173.052427480934	32.272858422027	22.6323513273313	44.4051922172001
"Hippocratea volubilis"	9	2009	2010	125.137539610089	57.2705630048966	191.631613008424	0.40577953884887	0.00276704020475756	2.05759510914338
"Hymenolobium pulcherrimum"	1	2001	2002	49.1712362757764	35.3160895814271	63.0959364244176	25.5598548211911	16.1221877530943	37.9237664350686
"Hymenolobium pulcherrimum"	2	2002	2003	86.9365979185739	54.9440133745778	120.17628082823	3.29237771995771	0.705897423085684	7.67331298323962
"Hymenolobium pulcherrimum"	3	2003	2004	69.2626169274478	47.3169675255992	92.0369695685206	8.04318794127541	3.40931825993344	14.2627089046907
"Hymenolobium pulcherrimum"	4	2004	2005	74.3141429901998	49.1454080957243	99.990268720396	6.23013833383184	2.21825061598946	12.2274902236708
"Hymenolobium pulcherrimum"	5	2005	2006	97.6196473006773	91.1844456642673	104.468828846348	102.226256338607	83.7055260961207	123.255852846481
"Hymenolobium pulcherrimum"	6	2006	2007	58.8847690286548	42.4656962175005	74.2117998437226	19.2435738491345	11.8333330430496	28.5082566070446
"Hymenolobium pulcherrimum"	7	2007	2008	78.1421305226033	1.26492605616501	151.544342956992	0.295680964658678	0.000436589368149627	1.767942824327
"Hymenolobium pulcherrimum"	8	2008	2009	120.438669103512	115.590333927616	125.247356952194	245.263214938914	215.064029194051	275.708417254564
"Hymenolobium pulcherrimum"	9	2009	2010	67.9320145750271	17.4859654351146	112.970484284862	1.25939719339347	0.0598577268112775	4.19905554822745
"Licania majuscula"	1	2001	2002	332.413484405788	206.787123151011	475.381453053002	0.251494324273924	7.8984593798884e-05	1.94645949576627
"Licania majuscula"	2	2002	2003	334.580275323152	211.637573324742	474.738089885741	0.239236339124198	0.000259868111624387	1.4056506751767
"Licania majuscula"	3	2003	2004	332.822610459636	205.206620726276	470.023813378518	0.345096366751921	0.000483471316017545	2.01289649946924
"Licania majuscula"	4	2004	2005	332.077505318422	211.383673879526	477.409628365463	0.364756044531385	0.000745527298349298	2.2599579717462
"Licania majuscula"	5	2005	2006	332.066847996453	212.440309868314	469.493349505234	0.224636640757024	7.21506810169789e-05	1.67700579560528
"Licania majuscula"	6	2006	2007	332.704678661583	198.360859187693	477.695949109045	0.29200851508063	0.000435408955304455	1.70236876876448
"Licania majuscula"	7	2007	2008	314.625298129812	304.443901546846	323.978709086501	169.411604749362	144.760627811939	196.857964974626
"Licania majuscula"	8	2008	2009	346.08399647236	317.0932451984	374.237652764596	17.5070816457917	9.88626795163818	27.3919110471803
"Licania majuscula"	9	2009	2010	333.610046325111	205.034830056604	478.619961267171	0.308062420130872	0.000510625761693587	2.05019729211464
"Licania membranacea"	1	2001	2002	-4.60181630790254	-6.98870102050171	-2.05970361585645	1071.27408693734	1005.61273249527	1137.01969991088
"Licania membranacea"	2	2002	2003	-103.341806187822	-140.514705461724	-46.034070577308	2.72552838543728	0.329104282742703	8.3937714229705
"Licania membranacea"	3	2003	2004	4.24452380434116	-123.182456185341	157.449193491639	0.126392418165922	9.15413847555457e-05	0.932621804984203
"Licania membranacea"	4	2004	2005	4.77603959478287	-123.583899405201	156.36146500383	0.184158571928192	0.000221073246626805	1.46170638254515
"Licania membranacea"	5	2005	2006	26.6152714466812	10.1332148004273	42.7843322197859	26.1878379157399	16.966594236869	36.8356649934465
"Licania membranacea"	6	2006	2007	12.0647662114952	-19.7352562692551	43.1497828130023	7.2212502405174	2.81595397011589	13.6494099797547
"Licania membranacea"	7	2007	2008	53.4833443027762	47.78433034885	58.9153882495694	235.413426868079	206.019886695866	264.678050568654
"Licania membranacea"	8	2008	2009	-3.68507114337902	-8.56743813766218	0.932634801771144	356.552129857529	320.086300660294	393.526473198648
"Licania membranacea"	9	2009	2010	6.05932712925974	-117.744598600988	171.390434898696	0.100367121381015	8.9572999143416e-06	0.793369022022044
"Machaerium altiscandens"	1	2001	2002	-18.183538210273	-41.0423663030967	4.21557551020885	19.08359671718	11.2382993244171	28.5469561326096
"Machaerium altiscandens"	2	2002	2003	-28.6045143811289	-95.108218596809	39.4312870153348	2.04189053555192	0.281957486115109	5.73669663803838
"Machaerium altiscandens"	3	2003	2004	-58.6986048664499	-151.177277739017	28.8675772711773	1.09705682568369	0.0339416619975449	3.80043928797887
"Machaerium altiscandens"	4	2004	2005	-66.0296321071647	-109.549196328652	-25.1645535404013	6.16998956075383	2.26785984311515	12.1091061635243
"Machaerium altiscandens"	5	2005	2006	107.522235689441	64.9903901587589	150.355139757799	4.98435474180182	1.59736556246633	10.3284252770206
"Machaerium altiscandens"	6	2006	2007	114.065255521986	49.7160114870977	170.295942643214	1.95886635970115	0.226961842652342	5.36939892224076
"Machaerium altiscandens"	7	2007	2008	82.5478076417119	14.7949302788893	147.845508901193	1.93504318570354	0.248631043059882	5.36209771719809
"Machaerium altiscandens"	8	2008	2009	127.630315683359	117.096492960677	138.687630060141	91.6773111602737	73.541983041014	111.574761685272
"Machaerium altiscandens"	9	2009	2010	-28.3508594263136	-124.174672525369	58.6492292896553	1.1026459004708	0.0307286419864245	4.09160046249923
"Manilkara bidentata"	1	2001	2002	81.9441591925372	-25.0965168880639	241.046473639207	0.153699803713143	0.000172323487082904	1.14353176594565
"Manilkara bidentata"	2	2002	2003	83.1855258912274	-23.3738920997819	239.23185386215	0.131116848568954	0.000180634863078039	0.946961570221364
"Manilkara bidentata"	3	2003	2004	62.1160667885967	30.270598158986	92.5105585534307	8.2697925829564	3.59829647515462	14.6439317314851
"Manilkara bidentata"	4	2004	2005	10.4390833095424	-37.8183159342799	74.0710579665039	2.8720502043573	0.330052895814419	8.55400455292377
"Manilkara bidentata"	5	2005	2006	94.1767723321239	45.5184664792509	144.228408826572	3.13388039151229	0.621485810184869	7.27272916245096
"Manilkara bidentata"	6	2006	2007	82.7160780745243	-23.3898385068498	243.860508026742	0.125150860049217	6.19189861899294e-05	0.949118520997855
"Manilkara bidentata"	7	2008	2008	81.564022058233	-25.0770520071671	247.960488433672	0.226795447619623	0.000155111160202423	1.54219069678294
"Manilkara bidentata"	8	2008	2009	82.3890306949222	-22.6596254861884	249.836232192778	0.128894774612824	1.98257531554662e-05	1.05138545582556
"Manilkara bidentata"	9	2009	2010	100.756730193827	92.1914405180546	109.615163461136	105.577391639978	85.1182342135443	127.191046317921
"Manilkara huberi"	1	2001	2002	139.955357254955	-17.9653580968937	302.849366531362	0.0718022411681345	8.38186866788197e-06	0.656929515749031
"Manilkara huberi"	2	2002	2003	145.021119263883	-17.5530272025434	300.580291288382	0.123988816649297	0.000167287081691219	0.873788725663533
"Manilkara huberi"	3	2003	2004	138.337295904227	-24.8602837628404	301.509165425535	0.100448314881903	0.000161069853906865	0.695764078423435
"Manilkara huberi"	4	2004	2005	296.855204883508	236.900284861266	323.269996350702	2.96741025879373	0.579505865020296	7.32079260921039
"Manilkara huberi"	5	2005	2006	106.097954591934	78.5324138831229	130.804321837967	29.5595811500362	19.9162739256047	41.6817353706861
"Manilkara huberi"	6	2006	2007	90.1784380512938	-21.1649358653535	206.522173009393	1.13126390443944	0.0302078095994369	4.37783951373346
"Manilkara huberi"	7	2008	2008	143.253119821771	-21.9937525971276	301.960857508822	0.13733000943977	6.96670365278397e-06	1.08993851555055
"Manilkara huberi"	8	2008	2009	139.225826510997	-19.1756259895461	308.709195338938	0.0759253382479797	5.94124795301371e-07	0.732795536208146
"Manilkara huberi"	9	2009	2010	96.9489854513466	81.1954734713276	112.115944289963	88.2297372802483	70.3596771198079	109.557628595308
"Mendoncia hoffmannseggiana"	1	2002	2002	130.967725454835	114.850375015127	147.49639063481	18.6776928464915	10.4931008448613	29.4928474335866
"Mendoncia hoffmannseggiana"	2	2003	2003	125.500823844046	108.704429197974	140.731386138975	19.5908982849071	11.3834452869814	30.3334739744864
"Mendoncia hoffmannseggiana"	3	2004	2004	129.1386245757	113.619851987216	143.492835754836	22.8050688070104	13.7276405607695	33.7466517995692
"Mendoncia hoffmannseggiana"	4	2005	2005	133.889439406739	116.807493402991	151.328140453128	19.5165701822216	11.2516221044079	30.6623210041329
"Mendoncia hoffmannseggiana"	5	2006	2006	150.429197696065	133.671964619889	167.586680778349	32.4990698410965	21.9452915485234	45.5686877103413
"Mendoncia hoffmannseggiana"	6	2007	2007	129.592738623268	117.124626904799	141.793417676765	47.4141015457316	34.6859965018794	64.5085908364328
"Mendoncia hoffmannseggiana"	7	2008	2008	126.568270559337	109.993139149941	141.295910270609	20.9447473924341	12.2860689888957	32.39637699328
"Mendoncia hoffmannseggiana"	8	2009	2009	141.34999598621	118.17115302038	170.813458994391	6.6145387263591	2.14946743947862	14.1387137012253
"Mendoncia hoffmannseggiana"	9	2010	2010	120.715880463254	96.5766031133837	140.132946920976	11.7414553699767	5.53382380901437	20.9741816046633
"Micropholis guyanensis"	1	2001	2002	55.2676198536428	41.6068785526538	68.0965087597826	11.8691595727073	5.52042738283654	20.3261870900104
"Micropholis guyanensis"	2	2002	2003	65.4868297019291	60.05986193016	71.0279749893954	69.7714416539145	54.292529831715	87.3621217790704
"Micropholis guyanensis"	3	2003	2004	43.5088129516146	41.2003052422788	45.870457615663	456.225024391034	414.092345930822	499.619202636891
"Micropholis guyanensis"	4	2004	2005	52.2691800600008	49.7519385558597	54.8826247831104	344.348369468034	309.713219893871	380.069142238893
"Micropholis guyanensis"	5	2005	2006	50.1480626949478	39.1026346643428	60.870213406101	18.9070357058303	11.094038304554	29.1306174011926
"Micropholis guyanensis"	6	2006	2007	53.028088925563	50.3045477163553	55.7654110681156	358.545062068791	322.036250727778	397.463839145286
"Micropholis guyanensis"	7	2007	2008	51.9434316377127	42.7331410701644	61.2043035204491	25.7572729743314	16.685824709307	36.8358675721854
